fleet_id,vehicle_id,current_vehicle_make,current_vehicle_model,vehicle_type,fuel_type,vehicle_age_years,purchase_year,daily_distance_km,monthly_distance_km,operating_days_per_month,average_trip_distance_km,usage_pattern,fuel_cost_monthly,maintenance_cost_monthly,vehicle_value,remaining_life_years,payload_requirement_kg,required_range_km,charging_window_hours,depot_location,ev_suitable,recommended_ev_type,electrification_priority,recommended_ev_model,estimated_annual_savings,carbon_reduction_percent,readiness_score,annual_fuel_cost,annual_maintenance_cost,total_annual_operating_cost,vehicle_replacement_priority
FLEET_126,VH_66529,Eicher,Pro 3015,Delivery Van,Diesel,11.1,2015,84.0,2016.0,24,29.0,Urban,14932.0,4274.0,311000.0,1.3,766.0,118.0,9,Nagpur,True,Light Commercial,Medium,Maruti E-Eeco,117000.0,54.0,59.0,179184.0,51288.0,230472.0,Critical
FLEET_007,VH_21718,Mercedes,Eqc,Minivan,Cng,2.5,2024,197.0,4728.0,24,66.0,Urban,18070.0,9388.0,647000.0,8.4,636.0,286.0,6,Kolkata,True,Light Commercial,High,Eicher Ev,178000.0,80.0,97.0,216840.0,112656.0,329496.0,High
FLEET_315,VH_42560,Toyota,Glanza,Passenger,Petrol,11.0,2015,96.0,2400.0,25,40.0,Urban,19848.0,5551.0,153000.0,1.5,434.0,118.0,10,Jaipur,True,Passenger,High,Hyundai E-Creta,148000.0,66.0,86.0,238176.0,66612.0,304788.0,Critical
FLEET_380,VH_18317,Hyundai,Alcazar,Suv,Diesel,7.9,2019,106.0,2544.0,24,43.0,Urban,20688.0,6063.0,1066000.0,3.6,467.0,156.0,9,Hyderabad,True,Passenger,Medium,Hyundai E-Oniq,146000.0,45.0,73.0,248256.0,72756.0,321012.0,Critical
FLEET_271,VH_34701,Maruti,Brezza,Delivery Van,Cng,10.6,2016,120.0,3000.0,25,53.0,Mixed,13535.0,5623.0,426000.0,1.3,1138.0,166.0,6,Bangalore,True,Light Commercial,Medium,Maruti E-Eeco,113000.0,72.0,76.0,162420.0,67476.0,229896.0,Critical
FLEET_064,VH_60124,Skoda,Slavia,Sedan,Petrol,4.1,2022,105.0,2415.0,23,39.0,Mixed,23058.0,5360.0,459000.0,7.6,348.0,129.0,7,Ahmedabad,True,Passenger,High,Skoda E-Slavia,191000.0,71.0,90.0,276696.0,64320.0,341016.0,High
FLEET_063,VH_90162,Eicher,Pro 2099,Delivery Van,Diesel,4.8,2022,84.0,2184.0,26,23.0,Rural,14940.0,2951.0,428000.0,6.1,712.0,127.0,7,Nagpur,True,Light Commercial,Medium,Maruti E-Eeco,123000.0,50.0,61.0,179280.0,35412.0,214692.0,High
FLEET_139,VH_01809,Tata,Tiago,Truck,Diesel,1.0,2025,259.0,6216.0,24,90.0,Highway,46754.0,15991.0,1870000.0,10.6,9375.0,368.0,3,Bangalore,True,Heavy Commercial,Medium,Bharatbenz Ev,433000.0,50.0,59.0,561048.0,191892.0,752940.0,High
FLEET_193,VH_51401,Hyundai,Aura,Minivan,Diesel,10.3,2016,189.0,4536.0,24,84.0,Mixed,28684.0,8245.0,319000.0,1.5,767.0,297.0,5,Nagpur,False,Light Commercial,Low,Eicher Ev,257000.0,58.0,38.0,344208.0,98940.0,443148.0,Critical
FLEET_374,VH_27930,Scania,G410,Truck,Diesel,10.2,2016,239.0,5975.0,25,93.0,Highway,56159.0,16003.0,591000.0,1.7,10900.0,395.0,4,Hyderabad,False,Heavy Commercial,Low,Scania Ev,428000.0,62.0,31.0,673908.0,192036.0,865944.0,Critical
FLEET_130,VH_65926,Tata,Ultra,Delivery Van,Cng,11.2,2015,202.0,5050.0,25,80.0,Mixed,27195.0,10156.0,304000.0,1.4,614.0,271.0,7,Jaipur,True,Light Commercial,Medium,Eicher Ev,215000.0,74.0,57.0,326340.0,121872.0,448212.0,Critical
FLEET_312,VH_49442,Kia,Seltos,Suv,Petrol,2.9,2024,68.0,1632.0,24,28.0,Urban,12071.0,3853.0,1284000.0,7.9,550.0,87.0,10,Jaipur,True,Passenger,High,Mahindra E2O,98000.0,66.0,89.0,144852.0,46236.0,191088.0,Medium
FLEET_040,VH_80300,Eicher,Pro 3015,Delivery Van,Diesel,3.9,2023,147.0,3675.0,25,38.0,Mixed,18091.0,7769.0,681000.0,7.2,1365.0,197.0,8,Mumbai,True,Light Commercial,Medium,Tata Magic Ev,146000.0,54.0,60.0,217092.0,93228.0,310320.0,High
FLEET_125,VH_98035,Maruti,Vitara,Sedan,Diesel,5.0,2021,82.0,1886.0,23,22.0,Urban,14249.0,4732.0,429000.0,6.7,331.0,104.0,10,Delhi,True,Passenger,Medium,Toyota E-Innova,128000.0,65.0,76.0,170988.0,56784.0,227772.0,High
FLEET_021,VH_56889,Kia,Seltos,Suv,Petrol,11.0,2015,121.0,2904.0,24,45.0,Urban,19677.0,4876.0,303000.0,1.5,696.0,148.0,7,Pune,True,Passenger,High,Maruti E-Swift,147000.0,70.0,73.0,236124.0,58512.0,294636.0,Critical
FLEET_366,VH_37924,Scania,G410,Truck,Cng,2.5,2024,262.0,6550.0,25,94.0,Highway,42396.0,17582.0,1310000.0,8.7,10750.0,389.0,3,Chennai,True,Heavy Commercial,High,Bharatbenz Ev,318000.0,77.0,73.0,508752.0,210984.0,719736.0,High
FLEET_367,VH_14197,Bajaj,Re,Three-Wheeler,Cng,10.0,2016,40.0,1000.0,25,15.0,Urban,1908.0,1776.0,37000.0,1.9,185.0,60.0,8,Chennai,True,L3 Category,High,Piaggio Ape Ev,19000.0,74.0,77.0,22896.0,21312.0,44208.0,High
FLEET_096,VH_70676,Tata,Nexon,Truck,Diesel,5.0,2021,233.0,6058.0,26,77.0,Highway,43763.0,13664.0,962000.0,6.7,6828.0,327.0,4,Chennai,True,Heavy Commercial,Low,Volvo Fm Ev,361000.0,43.0,42.0,525156.0,163968.0,689124.0,Critical
FLEET_243,VH_24438,Piaggio,Apé,Three-Wheeler,Cng,10.5,2016,36.0,936.0,26,9.0,Urban,1823.0,1540.0,30000.0,1.4,246.0,60.0,6,Bangalore,True,L3 Category,Medium,Atul Ev,18000.0,64.0,68.0,21876.0,18480.0,40356.0,High
FLEET_219,VH_33821,Eicher,Pro 2049,Truck,Diesel,6.7,2020,310.0,7440.0,24,154.0,Mixed,70270.0,16943.0,2041000.0,4.6,10460.0,518.0,5,Bangalore,False,Heavy Commercial,Low,Volvo Fm Ev,574000.0,50.0,30.0,843240.0,203316.0,1046556.0,High
FLEET_037,VH_01601,Mahindra,Cj340,Delivery Van,Diesel,10.0,2016,210.0,5250.0,25,86.0,Mixed,27801.0,10532.0,436000.0,1.8,846.0,311.0,6,Chennai,False,Light Commercial,Low,Force Ev,221000.0,47.0,41.0,333612.0,126384.0,459996.0,Critical
FLEET_113,VH_85373,Kia,Seltos,Passenger,Petrol,10.2,2016,49.0,1127.0,23,23.0,Mixed,9031.0,2564.0,283000.0,1.8,260.0,64.0,6,Kolkata,True,Passenger,Medium,Kia E-Seltos,65000.0,72.0,59.0,108372.0,30768.0,139140.0,Critical
FLEET_270,VH_81836,Tata,Harrier,Sedan,Petrol,4.8,2022,99.0,2376.0,24,33.0,Urban,18890.0,4794.0,531000.0,6.8,477.0,121.0,8,Kolkata,True,Passenger,High,Hyundai E-Creta,163000.0,56.0,81.0,226680.0,57528.0,284208.0,High
FLEET_338,VH_68732,Tata,Nexon,Delivery Van,Diesel,9.7,2017,139.0,3336.0,24,55.0,Urban,17566.0,5739.0,315000.0,2.1,1280.0,221.0,7,Ahmedabad,True,Light Commercial,Medium,Maruti E-Eeco,138000.0,54.0,73.0,210792.0,68868.0,279660.0,Critical
FLEET_235,VH_24116,Toyota,Innova,Minivan,Cng,9.9,2017,124.0,3224.0,26,49.0,Urban,16155.0,4969.0,192000.0,1.8,798.0,166.0,10,Ahmedabad,True,Light Commercial,High,Tata Winger Ev,145000.0,75.0,92.0,193860.0,59628.0,253488.0,Critical
FLEET_304,VH_69762,Force,Urbania,Delivery Van,Diesel,7.8,2019,100.0,2400.0,24,37.0,Mixed,15090.0,3702.0,461000.0,3.8,1267.0,142.0,5,Delhi,True,Light Commercial,Medium,Tata Winger Ev,135000.0,58.0,58.0,181080.0,44424.0,225504.0,Critical
FLEET_171,VH_02464,Atul,Shakti,Three-Wheeler,Cng,9.4,2017,31.0,806.0,26,9.0,Urban,1718.0,1173.0,49000.0,2.6,208.0,60.0,8,Nagpur,True,L3 Category,Medium,Mahindra Ev,18000.0,72.0,77.0,20616.0,14076.0,34692.0,High
FLEET_119,VH_83241,Maruti,Eeco,Sedan,Petrol,7.1,2019,88.0,2112.0,24,41.0,Mixed,17545.0,4852.0,423000.0,4.5,342.0,127.0,8,Nagpur,True,Passenger,High,Skoda E-Slavia,153000.0,70.0,81.0,210540.0,58224.0,268764.0,Critical
FLEET_093,VH_23421,Maruti,Alto,Suv,Diesel,8.6,2018,51.0,1224.0,24,15.0,Mixed,7572.0,2739.0,712000.0,3.0,796.0,63.0,7,Kolkata,True,Passenger,Medium,Hyundai E-Creta,54000.0,61.0,53.0,90864.0,32868.0,123732.0,High
FLEET_156,VH_96608,Tata,Harrier,Delivery Van,Diesel,5.9,2021,209.0,5225.0,25,97.0,Mixed,36106.0,8078.0,748000.0,5.8,918.0,292.0,6,Hyderabad,True,Light Commercial,Medium,Mahindra Ev,310000.0,47.0,62.0,433272.0,96936.0,530208.0,Critical
FLEET_398,VH_91664,Tvs,King,Three-Wheeler,Cng,1.4,2025,43.0,1118.0,26,21.0,Urban,2429.0,1344.0,102000.0,10.1,261.0,63.0,7,Jaipur,True,L3 Category,High,Bajaj Ev,24000.0,65.0,99.0,29148.0,16128.0,45276.0,Medium
FLEET_028,VH_46433,Mahindra,Cj340,Delivery Van,Diesel,2.4,2024,83.0,2158.0,26,21.0,Urban,12132.0,3126.0,1092000.0,9.1,930.0,131.0,9,Pune,True,Light Commercial,High,Eicher Ev,94000.0,49.0,82.0,145584.0,37512.0,183096.0,Medium
FLEET_021,VH_74084,Kia,Sonet,Sedan,Petrol,4.6,2022,83.0,1992.0,24,23.0,Urban,14797.0,3911.0,412000.0,7.2,409.0,102.0,10,Pune,True,Passenger,High,Tata Nexon Ev,104000.0,53.0,79.0,177564.0,46932.0,224496.0,High
FLEET_361,VH_07086,Toyota,Fortuner,Passenger,Petrol,1.7,2025,45.0,1125.0,25,16.0,Urban,7021.0,2208.0,772000.0,9.3,246.0,61.0,7,Bangalore,True,Passenger,High,Mahindra E2O,50000.0,71.0,88.0,84252.0,26496.0,110748.0,Medium
FLEET_314,VH_59811,Hyundai,E-Oniq,Suv,Petrol,4.3,2022,68.0,1700.0,25,20.0,Urban,11883.0,3451.0,1576000.0,6.7,681.0,84.0,10,Chennai,True,Passenger,High,Hyundai E-Oniq,83000.0,59.0,95.0,142596.0,41412.0,184008.0,High
FLEET_163,VH_35301,Kia,Sonet,Suv,Petrol,7.1,2019,52.0,1300.0,25,26.0,Mixed,8054.0,2502.0,563000.0,4.6,576.0,63.0,6,Chennai,True,Passenger,Medium,Mercedes E-Glc,64000.0,69.0,58.0,96648.0,30024.0,126672.0,High
FLEET_245,VH_92512,Tata,Indica,Delivery Van,Diesel,11.3,2015,88.0,2288.0,26,27.0,Urban,14322.0,3796.0,252000.0,1.3,887.0,132.0,10,Kolkata,True,Light Commercial,Medium,Tata Ace Ev,94000.0,50.0,56.0,171864.0,45552.0,217416.0,Critical
FLEET_381,VH_67251,Atul,Shakti,Three-Wheeler,Petrol,6.0,2020,26.0,650.0,25,8.0,Urban,2122.0,979.0,62000.0,5.9,207.0,60.0,7,Kolkata,True,L3 Category,Medium,Tvs Ev,18000.0,67.0,66.0,25464.0,11748.0,37212.0,Medium
FLEET_239,VH_64324,Maruti,Eeco,Light Commercial,Petrol,8.4,2018,42.0,1008.0,24,13.0,Urban,8599.0,2293.0,505000.0,3.1,857.0,60.0,6,Chennai,True,Light Commercial,Medium,Tata Ace Ev,69000.0,72.0,69.0,103188.0,27516.0,130704.0,High
FLEET_345,VH_67308,Mahindra,Bolero,Sedan,Petrol,11.1,2015,112.0,2800.0,25,45.0,Urban,22015.0,5631.0,148000.0,1.4,430.0,141.0,7,Delhi,True,Passenger,High,Skoda E-Slavia,157000.0,71.0,78.0,264180.0,67572.0,331752.0,Critical
FLEET_387,VH_10699,Hyundai,Creta,Sedan,Diesel,9.6,2017,106.0,2544.0,24,39.0,Urban,17067.0,5499.0,203000.0,2.3,394.0,151.0,6,Pune,True,Passenger,Medium,Hyundai E-Creta,125000.0,42.0,52.0,204804.0,65988.0,270792.0,Critical
FLEET_367,VH_19547,Maruti,Celerio,Suv,Petrol,11.6,2015,56.0,1288.0,23,18.0,Urban,10273.0,2352.0,149000.0,1.4,756.0,74.0,8,Pune,True,Passenger,Medium,Toyota E-Innova,82000.0,55.0,69.0,123276.0,28224.0,151500.0,Critical
FLEET_004,VH_90886,Piaggio,Ape,Three-Wheeler,Petrol,5.7,2021,28.0,728.0,26,8.0,Urban,2342.0,1247.0,85000.0,5.6,215.0,60.0,9,Mumbai,True,L3 Category,Medium,Tvs Ev,19000.0,70.0,78.0,28104.0,14964.0,43068.0,Medium
FLEET_192,VH_74025,Hyundai,Creta,Minivan,Diesel,0.8,2026,182.0,4732.0,26,71.0,Urban,26605.0,8856.0,762000.0,10.6,604.0,264.0,7,Chennai,True,Light Commercial,High,Tata Ace Ev,220000.0,59.0,69.0,319260.0,106272.0,425532.0,High
FLEET_360,VH_18246,Tata,Harrier,Truck,Cng,8.8,2018,222.0,5772.0,26,65.0,Mixed,33962.0,14795.0,1341000.0,2.9,10608.0,339.0,8,Delhi,True,Heavy Commercial,Medium,Scania Ev,306000.0,80.0,59.0,407544.0,177540.0,585084.0,Critical
FLEET_162,VH_87796,Ashok Leyland,Avatar,Truck,Cng,3.2,2023,217.0,5425.0,25,101.0,Highway,31255.0,14122.0,1511000.0,8.5,5944.0,359.0,5,Nagpur,True,Heavy Commercial,Medium,Volvo Fm Ev,260000.0,60.0,61.0,375060.0,169464.0,544524.0,High
FLEET_018,VH_23839,Maruti,Swift,Delivery Van,Diesel,1.0,2025,199.0,5174.0,26,52.0,Mixed,31809.0,10847.0,707000.0,9.9,950.0,261.0,7,Hyderabad,True,Light Commercial,Medium,Eicher Ev,223000.0,54.0,70.0,381708.0,130164.0,511872.0,High
FLEET_240,VH_98064,Piaggio,Apé,Three-Wheeler,Petrol,2.8,2024,49.0,1225.0,25,18.0,Urban,3344.0,2104.0,111000.0,7.9,239.0,71.0,9,Nagpur,True,L3 Category,High,Tvs Ev,31000.0,52.0,99.0,40128.0,25248.0,65376.0,Medium
FLEET_036,VH_97262,Eicher,Pro 2049,Delivery Van,Cng,4.5,2022,80.0,2080.0,26,21.0,Mixed,8678.0,3390.0,825000.0,6.4,750.0,114.0,6,Chennai,True,Light Commercial,High,Eicher Ev,70000.0,73.0,94.0,104136.0,40680.0,144816.0,High
FLEET_130,VH_45039,Mahindra,Scorpio,Three-Wheeler,Cng,9.1,2017,39.0,975.0,25,17.0,Urban,2242.0,1437.0,57000.0,2.7,232.0,60.0,7,Jaipur,True,L3 Category,Medium,Tvs Ev,22000.0,65.0,70.0,26904.0,17244.0,44148.0,High
FLEET_092,VH_10430,Toyota,Glanza,Sedan,Petrol,2.8,2024,39.0,936.0,24,17.0,Urban,8415.0,2101.0,455000.0,9.0,487.0,60.0,8,Mumbai,True,Passenger,High,Skoda E-Slavia,62000.0,70.0,89.0,100980.0,25212.0,126192.0,Medium
FLEET_384,VH_52257,Piaggio,Apé,Three-Wheeler,Cng,0.8,2026,49.0,1274.0,26,13.0,Urban,2884.0,1998.0,103000.0,9.8,280.0,72.0,10,Delhi,True,L3 Category,High,Atul Ev,25000.0,70.0,97.0,34608.0,23976.0,58584.0,Medium
FLEET_095,VH_46869,Toyota,Innova,Sedan,Diesel,2.4,2024,45.0,1080.0,24,20.0,Mixed,7453.0,2315.0,576000.0,8.9,454.0,60.0,7,Nagpur,True,Passenger,Medium,Hyundai E-Creta,58000.0,53.0,71.0,89436.0,27780.0,117216.0,Medium
FLEET_093,VH_82492,Mahindra,E2O,Minivan,Diesel,9.2,2017,138.0,3312.0,24,47.0,Mixed,17043.0,6658.0,249000.0,2.7,800.0,203.0,8,Ahmedabad,True,Light Commercial,Medium,Eicher Ev,137000.0,63.0,54.0,204516.0,79896.0,284412.0,Critical
FLEET_276,VH_17121,Eicher,Pro 2049,Delivery Van,Cng,9.6,2017,202.0,4848.0,24,70.0,Urban,18710.0,7378.0,392000.0,2.2,855.0,296.0,8,Mumbai,True,Light Commercial,Medium,Tata Magic Ev,182000.0,63.0,63.0,224520.0,88536.0,313056.0,Critical
FLEET_253,VH_91189,Mahindra,Cj340,Sedan,Diesel,2.7,2024,127.0,2921.0,23,62.0,Mixed,20271.0,7146.0,797000.0,8.6,399.0,160.0,8,Hyderabad,True,Passenger,High,Hyundai E-Creta,140000.0,63.0,74.0,243252.0,85752.0,329004.0,High
FLEET_254,VH_16358,Skoda,Kushaq,Suv,Petrol,9.1,2017,39.0,936.0,24,11.0,Mixed,8358.0,1711.0,648000.0,2.7,461.0,60.0,7,Jaipur,True,Passenger,Medium,Hyundai E-Creta,67000.0,59.0,58.0,100296.0,20532.0,120828.0,High
FLEET_241,VH_32458,Mahindra,Verito,Sedan,Diesel,9.6,2017,56.0,1288.0,23,23.0,Urban,10197.0,2340.0,189000.0,2.2,476.0,72.0,10,Bangalore,True,Passenger,Medium,Hyundai E-Creta,67000.0,63.0,50.0,122364.0,28080.0,150444.0,High
FLEET_260,VH_30143,Toyota,Fortuner,Suv,Petrol,0.6,2026,116.0,2784.0,24,43.0,Urban,20414.0,5393.0,1175000.0,11.3,484.0,170.0,9,Ahmedabad,True,Passenger,High,Skoda E-Slavia,130000.0,66.0,89.0,244968.0,64716.0,309684.0,High
FLEET_184,VH_75511,Bharatbenz,1217R,Heavy Commercial,Diesel,2.5,2024,219.0,5475.0,25,67.0,Highway,39505.0,12770.0,3127000.0,9.4,8072.0,344.0,4,Kolkata,True,Heavy Commercial,Medium,Tata Prima Ev,271000.0,44.0,54.0,474060.0,153240.0,627300.0,High
FLEET_101,VH_85872,Kia,Seltos,Sedan,Petrol,7.2,2019,87.0,2088.0,24,28.0,Urban,16041.0,5105.0,418000.0,4.3,355.0,112.0,6,Mumbai,True,Passenger,High,Toyota E-Innova,138000.0,63.0,79.0,192492.0,61260.0,253752.0,Critical
FLEET_104,VH_40226,Mercedes,Eqc,Minivan,Diesel,2.9,2024,89.0,2225.0,25,33.0,Urban,10802.0,3546.0,524000.0,8.4,797.0,124.0,9,Kolkata,True,Light Commercial,High,Tata Winger Ev,89000.0,49.0,83.0,129624.0,42552.0,172176.0,Medium
FLEET_152,VH_38637,Ashok Leyland,Avatar,Truck,Cng,10.2,2016,377.0,9425.0,25,130.0,Mixed,61015.0,24428.0,1416000.0,1.8,5578.0,550.0,7,Nagpur,False,Heavy Commercial,Low,Bharatbenz Ev,487000.0,75.0,51.0,732180.0,293136.0,1025316.0,Critical
FLEET_157,VH_77543,Kia,Sonet,Crossover,Petrol,5.1,2021,47.0,1175.0,25,19.0,Mixed,8032.0,1973.0,881000.0,6.0,602.0,67.0,5,Kolkata,True,Passenger,High,Mahindra E2O,53000.0,56.0,70.0,96384.0,23676.0,120060.0,High
FLEET_055,VH_15029,Hyundai,Alcazar,Passenger,Diesel,0.9,2026,76.0,1748.0,23,23.0,Urban,14944.0,3879.0,350000.0,10.8,230.0,105.0,9,Ahmedabad,True,Passenger,High,Skoda E-Slavia,107000.0,50.0,85.0,179328.0,46548.0,225876.0,High
FLEET_350,VH_18390,Skoda,Kushaq,Minivan,Diesel,5.3,2021,163.0,4075.0,25,42.0,Urban,25483.0,8687.0,359000.0,6.7,821.0,230.0,7,Mumbai,True,Light Commercial,High,Force Ev,224000.0,56.0,79.0,305796.0,104244.0,410040.0,Critical
FLEET_315,VH_45154,Mercedes,Glc,Suv,Diesel,11.0,2015,114.0,2736.0,24,36.0,Urban,19549.0,6314.0,450000.0,1.4,629.0,165.0,8,Pune,True,Passenger,Medium,Hyundai E-Creta,165000.0,56.0,68.0,234588.0,75768.0,310356.0,Critical
FLEET_043,VH_80480,Volvo,Fm420,Heavy Commercial,Petrol,11.8,2015,307.0,7368.0,24,82.0,Highway,65647.0,16815.0,494000.0,1.3,9197.0,433.0,4,Jaipur,False,Heavy Commercial,Low,Volvo Fm Ev,594000.0,61.0,37.0,787764.0,201780.0,989544.0,Critical
FLEET_093,VH_79352,Maruti,Celerio,Sedan,Petrol,0.7,2026,120.0,3000.0,25,42.0,Urban,24322.0,6191.0,871000.0,10.0,360.0,171.0,10,Bangalore,True,Passenger,High,Skoda E-Slavia,189000.0,59.0,91.0,291864.0,74292.0,366156.0,High
FLEET_302,VH_59347,Maruti,Vitara,Delivery Van,Diesel,0.9,2026,197.0,4925.0,25,77.0,Rural,27100.0,8459.0,952000.0,9.8,668.0,289.0,5,Kolkata,True,Light Commercial,Medium,Tata Magic Ev,214000.0,63.0,61.0,325200.0,101508.0,426708.0,High
FLEET_163,VH_23114,Tata,Iris,Delivery Van,Diesel,6.6,2020,205.0,5125.0,25,102.0,Rural,30841.0,9314.0,523000.0,5.4,1356.0,271.0,5,Chennai,False,Light Commercial,Low,Force Ev,222000.0,54.0,41.0,370092.0,111768.0,481860.0,High
FLEET_374,VH_33586,Tvs,King,Three-Wheeler,Petrol,4.0,2022,28.0,728.0,26,12.0,Urban,2011.0,993.0,69000.0,7.8,188.0,60.0,7,Kolkata,True,L3 Category,Medium,Mahindra Ev,18000.0,59.0,74.0,24132.0,11916.0,36048.0,Medium
FLEET_397,VH_40452,Tvs,King,Three-Wheeler,Petrol,7.7,2019,27.0,675.0,25,7.0,Urban,2335.0,963.0,49000.0,4.0,184.0,60.0,10,Mumbai,True,L3 Category,Medium,Atul Ev,20000.0,63.0,66.0,28020.0,11556.0,39576.0,High
FLEET_046,VH_81580,Maruti,Alto,Light Commercial,Petrol,0.7,2026,94.0,2162.0,23,24.0,Urban,16936.0,3909.0,1051000.0,10.0,1134.0,130.0,7,Hyderabad,True,Light Commercial,High,Tata Ace Ev,117000.0,51.0,99.0,203232.0,46908.0,250140.0,High
FLEET_174,VH_84660,Volvo,B7R,Heavy Commercial,Petrol,1.8,2025,205.0,5330.0,26,69.0,Highway,46671.0,13827.0,1879000.0,9.3,9349.0,310.0,6,Jaipur,True,Heavy Commercial,Medium,Bharatbenz Ev,377000.0,58.0,69.0,560052.0,165924.0,725976.0,High
FLEET_382,VH_44046,Volvo,Fm420,Truck,Cng,7.1,2019,306.0,7344.0,24,84.0,Highway,47335.0,20707.0,1719000.0,4.6,8176.0,443.0,6,Mumbai,True,Heavy Commercial,Low,Scania Ev,384000.0,70.0,42.0,568020.0,248484.0,816504.0,Critical
FLEET_019,VH_79501,Tvs,King,Three-Wheeler,Petrol,2.8,2024,47.0,1175.0,25,18.0,Urban,4012.0,1882.0,69000.0,9.0,216.0,69.0,6,Kolkata,True,L3 Category,High,Ashok Leyland Ev,30000.0,66.0,95.0,48144.0,22584.0,70728.0,Medium
FLEET_061,VH_44159,Mercedes,Glc,Sedan,Diesel,10.6,2016,81.0,1863.0,23,25.0,Mixed,14661.0,3473.0,242000.0,1.3,376.0,109.0,7,Jaipur,True,Passenger,Medium,Kia E-Seltos,116000.0,52.0,52.0,175932.0,41676.0,217608.0,Critical
FLEET_347,VH_40445,Maruti,Celerio,Minivan,Diesel,3.6,2023,143.0,3718.0,26,40.0,Mixed,20747.0,7549.0,855000.0,8.0,722.0,187.0,7,Delhi,True,Light Commercial,Medium,Tata Ace Ev,179000.0,45.0,62.0,248964.0,90588.0,339552.0,High
FLEET_123,VH_96491,Kia,Seltos,Suv,Diesel,6.1,2020,68.0,1700.0,25,24.0,Urban,10395.0,3238.0,1269000.0,5.6,431.0,84.0,9,Mumbai,True,Passenger,Medium,Hyundai E-Oniq,83000.0,60.0,66.0,124740.0,38856.0,163596.0,High
FLEET_038,VH_46746,Hyundai,Alcazar,Sedan,Petrol,4.6,2022,39.0,897.0,23,11.0,Mixed,6986.0,2165.0,661000.0,6.3,473.0,60.0,6,Chennai,True,Passenger,Medium,Kia E-Seltos,64000.0,52.0,74.0,83832.0,25980.0,109812.0,High
FLEET_036,VH_60343,Maruti,Celerio,Suv,Petrol,1.0,2025,58.0,1392.0,24,16.0,Mixed,12174.0,3356.0,2277000.0,9.8,485.0,75.0,7,Pune,True,Passenger,High,Hyundai E-Oniq,91000.0,66.0,89.0,146088.0,40272.0,186360.0,Medium
FLEET_210,VH_45090,Hyundai,Aura,Passenger,Petrol,4.3,2022,112.0,2800.0,25,38.0,Urban,17404.0,6639.0,325000.0,6.6,446.0,167.0,9,Pune,True,Passenger,High,Maruti E-Swift,157000.0,57.0,87.0,208848.0,79668.0,288516.0,High
FLEET_381,VH_94632,Tata,Xenon,Delivery Van,Cng,5.7,2021,192.0,4992.0,26,50.0,Urban,18000.0,7426.0,408000.0,6.2,754.0,251.0,7,Pune,True,Light Commercial,High,Mahindra Ev,155000.0,62.0,79.0,216000.0,89112.0,305112.0,High
FLEET_399,VH_03569,Mercedes,Glc,Suv,Petrol,8.0,2018,112.0,2576.0,23,36.0,Urban,19297.0,5373.0,860000.0,3.9,494.0,153.0,7,Bangalore,True,Passenger,High,Toyota E-Innova,173000.0,71.0,72.0,231564.0,64476.0,296040.0,Critical
FLEET_344,VH_39333,Toyota,Glanza,Suv,Petrol,9.1,2017,76.0,1748.0,23,33.0,Urban,12475.0,3771.0,390000.0,2.8,495.0,108.0,9,Ahmedabad,True,Passenger,High,Toyota E-Innova,97000.0,51.0,82.0,149700.0,45252.0,194952.0,High
FLEET_245,VH_60773,Maruti,Eeco,Delivery Van,Diesel,4.6,2022,193.0,5018.0,26,64.0,Rural,23291.0,8343.0,550000.0,6.8,944.0,291.0,6,Delhi,True,Light Commercial,Medium,Maruti E-Eeco,163000.0,45.0,52.0,279492.0,100116.0,379608.0,High
FLEET_344,VH_39302,Toyota,Innova,Sedan,Petrol,10.7,2016,85.0,2125.0,25,34.0,Mixed,17702.0,3612.0,185000.0,1.4,482.0,119.0,7,Hyderabad,True,Passenger,Medium,Hyundai E-Oniq,142000.0,61.0,64.0,212424.0,43344.0,255768.0,Critical
FLEET_053,VH_53891,Kia,Sonet,Suv,Diesel,4.5,2022,55.0,1320.0,24,23.0,Urban,9976.0,2912.0,1623000.0,6.4,765.0,75.0,6,Nagpur,True,Passenger,Medium,Maruti E-Swift,69000.0,44.0,64.0,119712.0,34944.0,154656.0,High
FLEET_116,VH_51611,Mahindra,E2O,Crossover,Petrol,8.5,2018,36.0,864.0,24,10.0,Urban,7239.0,1704.0,616000.0,3.1,564.0,60.0,10,Hyderabad,True,Passenger,Medium,Toyota E-Innova,57000.0,63.0,72.0,86868.0,20448.0,107316.0,High
FLEET_394,VH_62397,Eicher,Pro 3015,Delivery Van,Diesel,2.9,2024,95.0,2375.0,25,28.0,Urban,14817.0,3662.0,663000.0,8.3,1024.0,151.0,9,Hyderabad,True,Light Commercial,High,Force Ev,106000.0,55.0,78.0,177804.0,43944.0,221748.0,High
FLEET_216,VH_28310,Mahindra,Alfa,Delivery Van,Diesel,4.9,2022,163.0,4238.0,26,56.0,Urban,23418.0,8938.0,800000.0,6.9,726.0,225.0,10,Hyderabad,True,Light Commercial,High,Maruti E-Eeco,216000.0,48.0,85.0,281016.0,107256.0,388272.0,High
FLEET_014,VH_57002,Hyundai,Alcazar,Passenger,Petrol,5.0,2021,51.0,1173.0,23,18.0,Urban,9312.0,2282.0,414000.0,6.4,447.0,67.0,6,Bangalore,True,Passenger,High,Mahindra E2O,65000.0,61.0,76.0,111744.0,27384.0,139128.0,High
